,title_y,startYear,director,cast,overview,genres_x,runtimeMinutes,averageRating,numVotes,poster_path,original_language,average_popularity_cast,average_popularity_director,popularity,key
125,"Tic et Tac, les Rangers du Risque : Le Film",2022,['Akiva Schaffer'],"['Andy Samberg', 'John Mulaney', 'Will Arnett', 'Eric Bana', 'Flula Borg', 'Dennis Haysbert', 'Keegan-Michael Key', 'Keegan-Michael Key', 'Tim Robinson', 'KiKi Layne', 'Tress MacNeille', 'Tress MacNeille']","De nos jours, Tic et Tac évoluent autant dans le monde de l’animation que dans celui des humains. Depuis la déprogrammation de la série dont ils étaient les héros, leurs vies ont pris des directions diamétralement opposées. Tic s’est reconverti en représentant en assurances et mène une existence ordinaire dans une banlieue résidentielle. À l’inverse, Tac a fait l’objet d’une opération médicale et se produit dans des galas et conventions empreints de nostalgie, où il tente vainement de retrouver sa gloire passée. Lorsqu’un de leur ancien partenaire d’aventure disparaît mystérieusement, Tic et Tac n’ont d’autre solution que de renouer avec leur amitié passée et de reprendre leurs chapeaux de détectives pour partir à son secours.","['Animation', 'Family', 'Comedy', 'Adventure', 'Mystery']",97,6.9,48183,https://image.tmdb.org/t/p/original/wIuAEGlA5UW5eUNPhsRI8wuxrUJ.jpg,en,17.81975,3.887,26.056,https://www.youtube.com/watch?v=MgGQcla9gp4
126,The Batman,2022,['Matt Reeves'],"['Robert Pattinson', 'Robert Pattinson', 'Jeffrey Wright', 'Colin Farrell', 'Colin Farrell', 'Paul Dano', 'John Turturro', 'Andy Serkis', 'Peter Sarsgaard', 'Barry Keoghan', 'Zoë Kravitz', 'Jayme Lawson']","Durant les deux années passées à arpenter les rues en tant que Batman, Bruce Wayne s'est aventuré au cœur des ténèbres de Gotham City. Disposant de seulement quelques alliés de confiance au sein du monde corrompu qu'est l'élite de la ville, le justicier solitaire s'est imposé comme l'unique incarnation de la vengeance parmi ses concitoyens. Lorsqu'un meurtrier s'en prend aux plus grandes personnalités de Gotham à l'aide de machinations sadiques, le plus grand détective du monde se lance dans une enquête dans la pègre en suivant des indices mystérieux, croisant ainsi Selina Kyle, alias Catwoman, Oswald Cobblepot, alias le Pingouin, Carmine Falcone et Edward Nashton, alias le Riddler. Alors que les pistes et les plans du criminel s'éclaircissent, Batman doit tisser de nouveaux liens, démasquer le coupable et rétablir la justice à Gotham City, depuis trop longtemps empoisonnée par l'abus de pouvoir et la corruption.","['Crime', 'Mystery', 'Thriller']",176,7.8,838802,https://image.tmdb.org/t/p/original/t9JGg10CW1DzXEdWL54ewkUko6N.jpg,en,26.904416666666663,7.897,112.561,https://www.youtube.com/watch?v=adJ9r7V5GfA
127,Pearl,2022,['Ti West'],"['David Corenswet', 'Matthew Sunderland', 'Alistair Sewell', 'Todd Rippon', 'Mia Goth', 'Tandi Wright', 'Emma Jenkins-Purro', 'Amelia Reid', 'Gabe McDonnell', 'Lauren Stewart']","Piégée dans la ferme isolée de sa famille, Pearl doit s'occuper de son père malade sous le regard autoritaire de sa mère dévote. Désireuse de mener une vie glamour comme elle l'a vu dans les films, Pearl voit ses ambitions limitées... ce qu'elle n'apprécie pas du tout !","['Horror', 'Drama']",103,7.0,126502,https://image.tmdb.org/t/p/original/pe6W1l0MSFUjZYCH3psEkJBXVav.jpg,en,6.8382000000000005,4.836,41.687,https://www.youtube.com/watch?v=UJSseBDe-4o
128,Meurtres sans ordonnance,2022,['Tobias Lindholm'],"['Eddie Redmayne', 'Dartel McRae', 'Joseph Fugelo', 'Jesus-Papoleto Melendez', 'Jessica Chastain', 'Denise Pillott', 'Judith Delgado', 'Myra Lucretia Taylor', 'Marcia Jean Kurtz', 'Devyn McDowell']","Amy, infirmière attentionnée et mère célibataire souffre d'un grave problème cardiaque et se retrouve poussée à bout par des gardes nocturnes éreintantes dans l'unité des soins intensifs où elle travaille. Par chance, elle finit par trouver de l'aide auprès d'un nouveau collègue prévenant et empathique, Charlie. Passant de longues nuits ensemble à l'hôpital, les deux soignants se lient d'une amitié solide et dévouée. Pour la première fois depuis des années, Amy se remet à croire à un avenir pour elle et ses filles. Cependant, quand une série mystérieuse de décès de patients déclenche une enquête qui désigne Charlie comme suspect principal, Amy est obligée de risquer sa vie et la sécurité de ses enfants pour découvrir la vérité.","['Drama', 'Crime', 'Mystery']",121,6.8,82864,https://image.tmdb.org/t/p/original/4FxcAQCcC5GQudsYZ3CC3Wk7rzq.jpg,en,9.1001,1.522,17.901,https://www.youtube.com/watch?v=t33HxkoVRJA
129,Elvis,2022,['Baz Luhrmann'],"['Tom Hanks', 'Austin Butler', 'Richard Roxburgh', 'Kelvin Harrison Jr.', 'David Wenham', 'Kodi Smit-McPhee', 'Luke Bracey', 'Dacre Montgomery', 'Olivia DeJonge', 'Helen Thomson']","Le film s’attache à la vie et à l’œuvre d’Elvis Presley, à travers le prisme de ses rapports complexes avec son mystérieux manager, le colonel Tom Parker. En une vingtaine d’années, tandis que l’Amérique est traversée par des bouleversements socioculturels majeurs et perd son innocence, Elvis devient une star planétaire. Dans son ascension fulgurante, un être tient une place prépondérante : Priscilla Presley.","['Drama', 'Music', 'History']",159,7.3,244352,https://image.tmdb.org/t/p/original/cRFWtZIyPing73YhMrsp3W1uBO4.jpg,en,18.5307,5.492,30.798,https://www.youtube.com/watch?v=9YzXx0mXPa0
130,Black Adam,2022,['Jaume Collet-Serra'],"['Dwayne Johnson', 'Dwayne Johnson', 'Aldis Hodge', 'Aldis Hodge', 'Pierce Brosnan', 'Pierce Brosnan', 'Noah Centineo', 'Noah Centineo', 'Marwan Kenzari', 'Marwan Kenzari', 'Marwan Kenzari', 'Bodhi Sabongui', 'Mohammed Amer', 'James Cusati-Moyer', 'Sarah Shahi', 'Quintessa Swindell', 'Quintessa Swindell']","Près de 5000 ans après avoir été doté des pouvoirs tout puissants des dieux égyptiens – et emprisonné très rapidement après – Black Adam est libéré de sa tombe terrestre, prêt à faire régner sa forme unique de justice dans le monde moderne.","['Action', 'Adventure', 'Science Fiction']",125,6.2,284072,https://image.tmdb.org/t/p/original/hYALH5NPM7xk2XQd2J8wrfmliIW.jpg,en,24.028823529411767,3.778,65.111,https://www.youtube.com/watch?v=N1RSz0B7VJw
131,Tous en scène 2,2021,['Garth Jennings'],"['Matthew McConaughey', 'Taron Egerton', 'Nick Kroll', 'Garth Jennings', 'Bobby Cannavale', 'Reese Witherspoon', 'Scarlett Johansson', 'Tori Kelly', 'Jennifer Saunders', 'Chelsea Peretti']","Dans le nouveau théâtre Moon, la troupe interprète sa version musicale d'Alice au pays des merveilles. Buster Moon tient à avoir l'avis de Suki Lane. Elle est celle qui décide quels talents peuvent auditionner devant Jimmy Crystal, grand producteur de spectacles à Redshore City. Pour elle, le niveau n'est pas suffisant et l'insistance de Buster Moon n'y fait rien.Remotivé par Nana Noodleman, le koala rassemble ses artistes et part infiltrer les auditions.","['Animation', 'Family', 'Music', 'Comedy']",110,7.3,92284,https://image.tmdb.org/t/p/original/iZtm5pD1Lmooh7JgBse3NPIaRdK.jpg,en,28.0569,5.348,85.74,https://www.youtube.com/watch?v=uKJTyEA4myw
132,"Encanto, la fantastique famille Madrigal",2021,"['Jared Bush', 'Byron Howard']","['John Leguizamo', 'Mauro Castillo', 'Wilmer Valderrama', 'Rhenzy Feliz', 'Stephanie Beatriz', 'María Cecilia Botero', 'Jess Darrow', 'Angie Cepeda', 'Carolina Gaitan', 'Diane Guerrero']","Dans un mystérieux endroit niché au cœur des montagnes de Colombie, la fantastique famille Madrigal habite une maison enchantée dans une cité pleine de vie, un endroit merveilleux appelé Encanto. L’Encanto a doté chacun des enfants de la famille d’une faculté magique allant d’une force surhumaine au pouvoir de guérison. Seule Mirabel n’a reçu aucun don particulier. Mais lorsque la magie de l’Encanto se trouve menacée, la seule enfant ordinaire de cette famille extraordinaire va peut-être se révéler leur unique espoir…","['Animation', 'Comedy', 'Family', 'Fantasy']",102,7.2,273333,https://image.tmdb.org/t/p/original/75s7inwv1WHRuySyjA6p0oMaz9Z.jpg,en,9.9139,4.3435,105.525,https://www.youtube.com/watch?v=bdH6itLQ9-0
133,Boîte noire,2021,['Yann Gozlan'],"['Pierre Niney', 'André Dussollier', 'Sébastien Pouderoux', 'Olivier Rabourdin', 'Guillaume Marquet', 'Mehdi Djaadi', 'Aurélien Recoing', 'Grégori Derangère', 'Lou de Laâge', 'Anne Azoulay']","Que s’est-il passé à bord du vol Dubaï-Paris avant son crash dans le massif alpin ? Technicien au BEA, autorité responsable des enquêtes de sécurité dans l’aviation civile, Mathieu Vasseur est propulsé enquêteur en chef sur une catastrophe aérienne sans précédent. Erreur de pilotage ? Défaillance technique ? Acte terroriste ? L’analyse minutieuse des boîtes noires va pousser Mathieu à mener en secret sa propre investigation. Il ignore encore jusqu’où va le mener sa quête de vérité...","['Mystery', 'Thriller', 'Drama']",129,7.2,16621,https://image.tmdb.org/t/p/original/jIfFFC4YwiI8TVaGtbl1eT9BRaI.jpg,fr,4.2588,0.871,16.144,https://www.youtube.com/watch?v=BI-zphxC0HM
134,Army of Thieves,2021,['Matthias Schweighöfer'],"['Matthias Schweighöfer', 'Stuart Martin', 'Guz Khan', 'Jonathan Cohen', 'Christian Steyer', 'Dan Bradford', 'Nathalie Emmanuel', 'Ruby O. Fee', 'Noémie Nakai', 'Tonya Graves']","Dans ce préquel du film « Army of the Dead », une mystérieuse femme recrute Dieter, employé de banque, afin de braquer des coffres-forts inviolables à travers l'Europe.","['Action', 'Crime', 'Comedy']",127,6.4,91826,https://image.tmdb.org/t/p/original/iPTZGFmPs7HsXHYxiuxGolihjOH.jpg,en,10.3716,11.731,29.56,https://www.youtube.com/watch?v=j7CayOYAolU
135,Shang-Chi et la Légende des Dix Anneaux,2021,['Destin Daniel Cretton'],"['Simu Liu', 'Simu Liu', 'Tony Leung Chiu-wai', 'Ben Kingsley', 'Wah Yuen', 'Florian Munteanu', 'Andy Le', 'Awkwafina', ""Meng'er Zhang"", 'Fala Chen', 'Michelle Yeoh']",Shang-Chi va devoir affronter un passé qu’il pensait avoir laissé derrière lui lorsqu’il est pris dans la toile de la mystérieuse organisation des dix anneaux.,"['Action', 'Adventure', 'Fantasy']",132,7.4,450344,https://image.tmdb.org/t/p/original/g54eUtuCTAOQaNlVpr7Kpr7sVoH.jpg,en,16.802363636363637,5.12,102.274,https://www.youtube.com/watch?v=BC4zOcwid04
136,Cherry,2021,"['Anthony Russo', 'Joe Russo']","['Tom Holland', 'Jack Reynor', 'Forrest Goodluck', 'Michael Rispoli', 'Jeff Wahlberg', 'Michael Gandolfini', 'Suhail Dabbach', 'Daniel R. Hill', ""Fionn O'Shea"", 'Ciara Bravo']","Un aide-soignant militaire est de retour de la guerre en Irak. Atteint de stress post-traumatique, il se met à braquer des banques pour financer sa dépendance aux opiacés.","['Drama', 'Crime']",142,6.6,38736,https://image.tmdb.org/t/p/original/xBTqVSXTwu7VG75GWbBuHVfilNq.jpg,en,12.6307,17.9805,23.538,https://www.youtube.com/watch?v=D1GqqN-4VI8
137,CODA,2021,['Sian Heder'],"['Troy Kotsur', 'Daniel Durant', 'John Fiore', 'Lonnie Farmer', 'Kevin Chapman', 'Emilia Jones', 'Marlee Matlin', 'Amy Forsyth', 'Courtland Jones', 'Molly B. Thomas']","Fille de parents sourds, Ruby est la seule personne entendante de la maison. Quand elle se découvre une passion pour le chant, elle doit choisir entre ses rêves et sa famille.","['Drama', 'Music', 'Romance']",111,8.0,171979,https://image.tmdb.org/t/p/original/2zryiROLIuC9rkqxBHiZWXMjZTm.jpg,en,4.4029,1.259,41.265,https://www.youtube.com/watch?v=IgPrZjZNE80
138,Les Éternels,2021,['Chloé Zhao'],"['Richard Madden', 'Kit Harington', 'Kumail Nanjiani', 'Brian Tyree Henry', 'Barry Keoghan', 'Gemma Chan', 'Angelina Jolie', 'Salma Hayek', 'Lia McHugh', 'Lauren Ridloff']","Les Éternels, un groupe de héros venus des confins du cosmos, veillent sur la Terre depuis l’aube de l’humanité. La réapparition mystérieuse des Déviants, des créatures monstrueuses censées avoir disparu depuis des siècles, contraint les Éternels à se retrouver pour défendre une fois de plus l’humanité.","['Science Fiction', 'Action', 'Adventure']",156,6.3,397696,https://image.tmdb.org/t/p/original/uYh5Z0BwU04WMmrPYLFEfFQWfw0.jpg,en,20.5371,7.133,54.317,https://www.youtube.com/watch?v=nHcubNwuKFA
139,Judas and the Black Messiah,2021,['Shaka King'],"['LaKeith Stanfield', 'Daniel Kaluuya', 'Jesse Plemons', 'Ashton Sanders', 'Algee Smith', 'Darrell Britt-Gibson', 'Lil Rel Howery', 'Martin Sheen', 'Dominique Fishback', 'Dominique Thorne']","A la fin des années 1960, William O'Neal est arrêté pour vol. Un agent du FBI lui propose de l'amnistier s'il accepte de travailler comme informateur. On le charge ainsi d'infiltrer le Black Panther Party et de se rapprocher du leader du mouvement dans l'Illinois, le charismatique Fred Hampton.","['Drama', 'History']",126,7.4,93318,https://image.tmdb.org/t/p/original/yZsyE75Oa6JZD5jyPi5RdQai0t6.jpg,en,11.3289,1.434,17.765,https://www.youtube.com/watch?v=aK33hJsH_qU
140,The Tomorrow War,2021,['Chris McKay'],"['Chris Pratt', 'J.K. Simmons', 'Sam Richardson', 'Edwin Hodge', 'Keith Powers', 'Yvonne Strahovski', 'Betty Gilpin', 'Jasmine Mathews', 'Ryan Kiera Armstrong', 'Mary Lynn Rajskub']","Le monde est abasourdi lorsqu'un groupe de voyageurs temporels armés jusqu'aux dents arrive de l'année 2051, en pleine finale de la Coupe du monde de football 2022, au Qatar, afin de délivrer un message urgent à l'humanité. D'ici trente ans, les humains perdront une guerre mondiale contre une espèce extraterrestre, les Whitespikes, hostiles et puissants. Notre seul espoir de survie est d'envoyer des soldats et des civils du présent dans le futur, pour des rotations de sept jours, afin qu'ils prennent part au rude combat qui fait rage sur l'ensemble du globe. Parmi les personnes recrutées se trouve le professeur de biologie Dan Forester, ancien membre des forces spéciales. Déterminé à sauver le monde pour sa fille, Dan fait équipe avec une brillante scientifique et renoue des liens avec son père, dans une tentative désespérée d'écrire un nouveau destin pour la planète.","['Action', 'Science Fiction', 'Adventure']",138,6.6,235077,https://image.tmdb.org/t/p/original/au8scCY0oS9RRtgqeJbkIqyBj3U.jpg,en,25.5537,3.182,104.196,https://www.youtube.com/watch?v=wvGNOrt9Qy0
141,Last Night in Soho,2021,['Edgar Wright'],"['Matt Smith', 'Colin Mace', 'Michael Ajao', 'Thomasin McKenzie', 'Anya Taylor-Joy', 'Diana Rigg', 'Aimee Cassettari', 'Rita Tushingham', 'Synnove Karlsen', 'Jessie Mei Li']","L’histoire d’une jeune femme passionnée de mode et de design qui parvient mystérieusement à retourner dans les années 60 où elle rencontre son idole, une éblouissante jeune star montante. Mais le Londres des années 60 n’est pas ce qu’il parait, et le temps semble se désagréger entraînant de sombres répercussions.","['Horror', 'Mystery', 'Thriller']",116,7.0,185843,https://image.tmdb.org/t/p/original/v6qAIxWYIUiid71YPWjnVOZ4U6K.jpg,en,14.6266,8.146,24.909,https://www.youtube.com/watch?v=mwegQV4hRMI
142,La Méthode Williams,2021,['Reinaldo Marcus Green'],"['Will Smith', 'Jon Bernthal', 'Tony Goldwyn', 'Aunjanue Ellis-Taylor', 'Saniyya Sidney', 'Demi Singleton', 'Mikayla Lashae Bartholomew', 'Daniele Lawson', 'Layla Crawford', 'Erika Ringor']","Focus sur la personnalité de l'entraîneur de tennis Richard Williams, père des joueuses mondiales Venus et Serena. Il n'avait aucune expérience dans le sport mais lorsque ses filles ont eu quatre ans, il a élaboré un plan de 78 pages décrivant l'entraînement des futures championnes. Les sœurs Williams sont devenues deux des plus grandes joueuses de l'histoire du tennis. Serena est sans conteste la meilleure tenniswoman de tous les temps, avec 23 victoires en tournois du Grand Chelem. Venus Williams a remporté sept titres en Grand Chelem.","['Drama', 'History']",144,7.5,142752,https://image.tmdb.org/t/p/original/uJp66jFj6a0eUu7Cf20xFwJd4l3.jpg,en,15.7498,1.535,20.345,https://www.youtube.com/watch?v=OskpsfvISCA
143,The French Dispatch,2021,['Wes Anderson'],"['Benicio Del Toro', 'Adrien Brody', 'Timothée Chalamet', 'Jeffrey Wright', 'Mathieu Amalric', 'Steve Park', 'Tilda Swinton', 'Léa Seydoux', 'Frances McDormand', 'Lyna Khoudri']","Le journal américain The Evening Sun de Liberty dans le Kansas possède une antenne nommée The French Dispatch à Ennui-sur-Blasé, une ville française fictive évoquant Paris dans les années 1950-60. Arthur Howitzer Jr., le rédacteur en chef du French Dispatch, meurt subitement d'une crise cardiaque. Selon les souhaits exprimés dans son testament, la publication du journal est immédiatement suspendue après un dernier numéro d'adieu, dans lequel trois articles des éditions précédentes du journal sont republiés, ainsi qu'une nécrologie : Les trois articles traitent de Moses Rosenthaler, un détenu psychopathe qui se révèle être un grand artiste peintre, des évènements de Mai 68 et enfin d'une enquête gastronomique qui vire au polar.","['Drama', 'Comedy']",107,7.1,155104,https://image.tmdb.org/t/p/original/6JXR3KJH5roiBCjWFt09xfgxHZc.jpg,en,22.6739,18.701,23.786,https://www.youtube.com/watch?v=JtqVQEdrySI
144,"tick, tick... BOOM!",2021,['Lin-Manuel Miranda'],"['Andrew Garfield', 'Robin de Jesus', 'Joshua Henry', 'Jonathan Marc Sherman', 'Ben Levi Ross', 'Bradley Whitford', 'Alexandra Shipp', 'Vanessa Hudgens', 'Michaela Jaé (MJ) Rodriguez', 'Judith Light']","À l'approche de ses 30 ans, un jeune compositeur prometteur jongle entre l'amour, l'amitié et l'envie de réussir quelque chose de grandiose avant qu'il ne soit trop tard.","['Drama', 'Music']",115,7.5,122384,https://image.tmdb.org/t/p/original/wopPaXrewT53omRIqaSK3cRXOQX.jpg,en,16.4008,14.779,15.625,https://www.youtube.com/watch?v=khymEL5Ezpg
145,Meilleurs ennemis,2021,['Peter Hutchings'],"['Austin Stowell', 'Damon Daunno', 'Corbin Bernsen', 'Sean Cullen', 'Brock Yurich', 'Lucy Hale', 'Sakina Jaffrey', 'Yasha Jackson', 'Nance Williamson', 'Shona Tucker']","Bien décidée à réussir professionnellement sans compromettre son sens de l’éthique, Lucy se lance dans un jeu impitoyable de surenchère contre Joshua, son ambitieux collègue de bureau. Mais son attirance croissante pour cet homme qu’elle aime détester va venir compliquer leur rivalité.","['Drama', 'Comedy', 'Romance']",102,6.2,29232,https://image.tmdb.org/t/p/original/gaFoemJVfAUt462jjrRnXWb4zqj.jpg,en,7.424899999999999,1.229,21.075,https://www.youtube.com/watch?v=JFmXfKBGMs4
